epoch,acc,loss,val_acc,val_loss
0,0.8439666667828957,0.508683238774538,0.9404999983310699,0.2019222754240036
1,0.9360499997933706,0.21764426914354165,0.9553000009059907,0.1431484574638307
2,0.9499333270390828,0.16599469169974326,0.9633000004291534,0.11808223638683557
3,0.9600666640202205,0.13533258624374866,0.9683000016212463,0.10201319319661707
4,0.9644833332300187,0.11748791909466187,0.9701000034809113,0.09372305301949382
5,0.9690666691462199,0.1026052232645452,0.9742000043392182,0.08328608526615426
6,0.9721000081300736,0.09098910115659237,0.9745000052452087,0.08031316143227742
7,0.9749000112215678,0.08188723073651394,0.9768000054359436,0.07387849217280745
8,0.9783000121514003,0.07277220325544477,0.978300005197525,0.07148195041227154
9,0.9786000112692516,0.06917738157014051,0.9785000050067901,0.06991629796568305
10,0.9812000117699305,0.06114339504080514,0.9777000057697296,0.07001975116552785
11,0.9822833456595739,0.057105997819453476,0.9805000078678131,0.06540898442501203
12,0.9832666806379954,0.05386424019001424,0.980100005865097,0.06345254932122771
13,0.9848333452145258,0.04836096479557454,0.9814000058174134,0.06160273573710583
14,0.9859000116586685,0.04595229558646679,0.9810000061988831,0.06172096990863793
15,0.9862500123182932,0.04284317348773281,0.980800006389618,0.06167473110603169
16,0.9865500118335088,0.04055203181846688,0.9810000073909759,0.061528025649313346
17,0.9877000107367834,0.03803898954764009,0.9806000065803527,0.060168284130631945
18,0.9883666769663493,0.03580070975702256,0.981400010585785,0.05963187867659144
19,0.98913334329923,0.034270875259923436,0.9816000056266785,0.05952088995356462
20,0.9905000086625417,0.03101619752977664,0.9817000102996826,0.05891788154636743
21,0.9899500089883805,0.031478329439802714,0.9807000041007996,0.06080935732665239
22,0.9907000084718068,0.02900221831941356,0.9829000091552734,0.05673264775250573
23,0.9908833420276641,0.028590299105271697,0.9826000106334686,0.05924408761304221
24,0.9921333406368892,0.025570447784848512,0.9833000099658966,0.056169677099096586
25,0.9922000072399775,0.02415705726404364,0.9824000096321106,0.058339600463805256
26,0.9928166735172271,0.023406852170204124,0.981400009393692,0.06156398080653162
27,0.992616673707962,0.022638715041490894,0.9832000076770783,0.05858137572635314
28,0.9930666732788086,0.02185856260902559,0.9829000091552734,0.05835940841119736
29,0.9928166735172271,0.021459473203867672,0.983000009059906,0.057140721259420386
